Reporte,Estado,Centro,Calificación,Fecha Reporte,Atendido,Fecha_Limite_Pago,Fecha Pago,Tiempo hasta pago,Deuda,Pagos,Total,Estado Pago,Fecha Factura,Fecha_Limite_Facturacion,Estatus Facturacion,Dias de Facturación,Falla
43400,9,44,Regulares,2025-09-30 00:00:00,2025-10-01 00:00:00,2025-10-31 00:00:00,2025-11-13 00:00:00,43,$0.00,$2900.00,$2900,❌ Pago Con Atraso,2025-11-18 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,5,SE DOBLO LA LAMINA LATERAL DEL GABINETE CENTRAL EN UN INCIDENTE VEHICULAR
43401,1,5,Especiales,2025-09-30 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2025-09-25 00:00:00,'-5,$0.00,$12500.00,$12500,✔ Pagado,2025-09-30 00:00:00,2025-10-02 00:00:00,✔ Facturado a Tiempo,5,VIATICOS PARA INSTALACION
43420,9,39,Regulares,2025-10-01 00:00:00,2025-10-07 00:00:00,2025-11-06 00:00:00,2025-10-23 00:00:00,16,$0.00,$34597.32,$34597.32,✔ Pagado,2025-10-28 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
43457,15,849,Rodrigo Vega,2025-10-01 00:00:00,2025-10-09 00:00:00,2025-11-08 00:00:00,2025-10-23 00:00:00,14,$0.00,$31176.91,$31176.91,✔ Pagado,2025-10-28 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
43463,15,913,Regulares,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-31 00:00:00,2025-10-23 00:00:00,22,$0.00,$30719.76,$30719.76,✔ Pagado,2025-10-28 00:00:00,2025-10-30 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
43796,15,915,Regulares,2025-11-03 00:00:00,2025-11-10 00:00:00,2025-12-10 00:00:00,2025-11-13 00:00:00,3,$0.00,$25085.51,$25085.51,✔ Pagado,2025-11-18 00:00:00,2025-11-20 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -4 LINEAS
43936,15,820,Rodrigo Vega,2025-11-13 00:00:00,2025-11-13 00:00:00,2025-12-13 00:00:00,2025-11-27 00:00:00,14,$0.00,$162.40,$162.4,✔ Pagado,2025-12-02 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,5,FUGA EN GAS DE BAJA
43977,15,820,Rodrigo Vega,2025-11-19 00:00:00,2025-11-19 00:00:00,2025-12-19 00:00:00,2025-11-27 00:00:00,8,$0.00,$2850.79,$2850.79,✔ Pagado,2025-12-02 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,5,"O2 INESTABLE, NO CALIBRA ANALIZADOR"
43984,9,39,Regulares,2025-11-19 00:00:00,2025-11-24 00:00:00,2025-12-24 00:00:00,2025-11-27 00:00:00,3,$0.00,$870.00,$870,✔ Pagado,2025-12-02 00:00:00,2025-12-04 00:00:00,✔ Facturado a Tiempo,5,REVISION DE EXTENSION USB DE POSICION 1 A GPE POR FALSO CONTACTO
44020,15,805,Regulares,2025-11-25 00:00:00,2025-12-11 00:00:00,2026-01-10 00:00:00,2025-12-18 00:00:00,7,$0.00,$4339.90,$4339.9,✔ Pagado,2025-12-23 00:00:00,2025-12-25 00:00:00,✔ Facturado a Tiempo,5,RECHAZOS POR OXIGENO
44094,15,828,Rodrigo Vega,2025-12-01 00:00:00,2025-12-05 00:00:00,2026-01-04 00:00:00,2025-12-18 00:00:00,13,$0.00,$31176.91,$31176.91,✔ Pagado,2025-12-23 00:00:00,2025-12-25 00:00:00,✔ Facturado a Tiempo,5,MANTENIMIENTO PREVENTIVO -5 LINEAS
35523,9,37,MAC´s,2024-01-01 00:00:00,2024-01-15 00:00:00,2024-02-14 00:00:00,2024-02-29 00:00:00,45,$0.00,$30537.00,$30537,❌ Pago Con Atraso,2024-03-04 00:00:00,2024-03-07 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
35688,15,852,Rodrigo Vega,2024-01-11 00:00:00,2024-01-11 00:00:00,2024-02-10 00:00:00,2024-03-15 00:00:00,64,$0.00,$986.00,$986,❌ Pago Con Atraso,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,NO PASA COMPROBACION DE FUGAS
35813,17,1713,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-01-26 00:00:00,'-3,$0.00,$18619.25,$18619.25,✔ Pagado,2024-01-30 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35815,17,1714,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-01-26 00:00:00,'-3,$0.00,$18620.16,$18620.16,✔ Pagado,2024-01-30 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35816,17,1715,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-01-26 00:00:00,'-3,$0.00,$18620.16,$18620.16,✔ Pagado,2024-01-30 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35819,17,1719,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-01-26 00:00:00,'-3,$0.00,$18620.16,$18620.16,✔ Pagado,2024-01-30 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35820,17,1720,Regulares,2024-01-25 00:00:00,2024-01-13 00:00:00,2024-02-12 00:00:00,2024-01-26 00:00:00,13,$0.00,$26561.07,$26561.07,✔ Pagado,2024-01-30 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 2 CELDA NOX, 2 SENSOR OXIGENO"
35821,17,1721,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-01-26 00:00:00,'-3,$0.00,$18620.16,$18620.16,✔ Pagado,2024-01-30 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35822,17,1722,Regulares,2024-01-25 00:00:00,2024-01-29 00:00:00,2024-02-28 00:00:00,2024-01-26 00:00:00,'-3,$0.00,$18620.16,$18620.16,✔ Pagado,2024-01-30 00:00:00,2024-02-02 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 5 SENSOR OBDII CAPTURA, 1 CELDA NOX, 1 SENSOR OXIGENO"
35884,9,11,Regulares,2024-02-01 00:00:00,2024-02-21 00:00:00,2024-03-22 00:00:00,2024-03-21 00:00:00,29,$0.00,$22902.75,$22902.75,✔ Pagado,2024-03-25 00:00:00,2024-03-28 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
35888,9,37,MAC´s,2024-02-01 00:00:00,2024-02-26 00:00:00,2024-03-27 00:00:00,2024-02-29 00:00:00,3,$0.00,$30537.00,$30537,✔ Pagado,2024-03-04 00:00:00,2024-03-07 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
35911,15,415,Regulares,2024-02-01 00:00:00,2024-02-19 00:00:00,2024-03-20 00:00:00,2024-03-22 00:00:00,32,$0.00,$5904.02,$5904.02,❌ Pago Con Atraso,2024-03-26 00:00:00,2024-03-29 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -1 LINEAS
35918,15,821,Rodrigo Vega,2024-02-01 00:00:00,2024-02-09 00:00:00,2024-03-10 00:00:00,2024-02-23 00:00:00,14,$0.00,$22987.35,$22987.35,✔ Pagado,2024-02-27 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
35921,15,828,Rodrigo Vega,2024-02-01 00:00:00,2024-02-13 00:00:00,2024-03-14 00:00:00,2024-02-23 00:00:00,10,$0.00,$28735.69,$28735.69,✔ Pagado,2024-02-27 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
35934,15,913,Regulares,2024-02-01 00:00:00,2024-02-01 00:00:00,2024-03-02 00:00:00,2024-02-19 00:00:00,18,$0.00,$25386.19,$25386.19,✔ Pagado,2024-02-23 00:00:00,2024-02-26 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
35940,17,1713,Regulares,2024-02-01 00:00:00,2024-02-08 00:00:00,2024-03-09 00:00:00,2024-02-19 00:00:00,11,$0.00,$20738.20,$20738.2,✔ Pagado,2024-02-23 00:00:00,2024-02-26 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
35943,17,1716,Regulares,2024-02-01 00:00:00,2024-02-14 00:00:00,2024-03-15 00:00:00,2024-02-19 00:00:00,5,$0.00,$20738.20,$20738.2,✔ Pagado,2024-02-23 00:00:00,2024-02-26 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36001,15,851,Rodrigo Vega,2024-02-06 00:00:00,2024-02-08 00:00:00,2024-03-09 00:00:00,2024-03-15 00:00:00,36,$0.00,$986.00,$986,❌ Pago Con Atraso,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,NO PASA CALIBRACION DE GAS DE MEDIA
36030,15,820,Rodrigo Vega,2024-02-07 00:00:00,2024-02-23 00:00:00,2024-03-24 00:00:00,2024-03-15 00:00:00,21,$0.00,$278.40,$278.4,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,NIVEL DE OXIGENO VARIABLE
36092,15,821,Rodrigo Vega,2024-02-13 00:00:00,2024-02-14 00:00:00,2024-03-15 00:00:00,2024-02-23 00:00:00,9,$0.00,$8759.39,$8759.39,✔ Pagado,2024-02-27 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 SENSOR DE OXIGENO Y 1 CELDA DE NOX
36094,15,820,Rodrigo Vega,2024-02-13 00:00:00,2024-02-15 00:00:00,2024-03-16 00:00:00,2024-02-23 00:00:00,8,$0.00,$1521.92,$1521.92,✔ Pagado,2024-02-27 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,4,"REFACCIONES - 3 CONECTOR RAPIDO P/COMPROBACION DE FUGAS, 1 RECPTACULO 3 VIAS C/PIN HEMBRA"
36109,15,868,Rodrigo Vega,2024-02-14 00:00:00,2024-02-15 00:00:00,2024-03-16 00:00:00,2024-04-12 00:00:00,57,$0.00,$649.60,$649.6,❌ Pago Con Atraso,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,EXTENSION VGA DE POSICION 1 NO FUNCIONA
36147,15,832,Regulares,2024-02-16 00:00:00,2024-02-20 00:00:00,2024-03-21 00:00:00,2024-02-19 00:00:00,'-1,$0.00,$9048.00,$9048,✔ Pagado,2024-02-23 00:00:00,2024-02-26 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 3 SENSOR OBDIII
36156,15,821,Rodrigo Vega,2024-02-19 00:00:00,2024-02-19 00:00:00,2024-03-20 00:00:00,2024-02-23 00:00:00,4,$0.00,$430.36,$430.36,✔ Pagado,2024-02-27 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,4,COPLE RAPIDO P/COMPROBACION DE FUGAS DAÑADO
36194,15,852,Rodrigo Vega,2024-02-21 00:00:00,2024-02-27 00:00:00,2024-03-28 00:00:00,2024-03-15 00:00:00,17,$0.00,$6496.00,$6496,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 CELDA DE NOX
36242,33,1,Especiales,2024-02-23 00:00:00,2000-01-01 00:00:00,2000-01-31 00:00:00,2024-02-23 00:00:00,0,$0.00,$9360.01,$9360.01,✔ Pagado,2024-02-27 00:00:00,2024-03-01 00:00:00,✔ Facturado a Tiempo,4,VENTA DE TACOMETRO OPTICO LASER
36273,9,11,Regulares,2024-02-28 00:00:00,2024-03-20 00:00:00,2024-04-19 00:00:00,2024-03-21 00:00:00,1,$0.00,$243.60,$243.6,✔ Pagado,2024-03-25 00:00:00,2024-03-28 00:00:00,✔ Facturado a Tiempo,4,BLOQUEO DE GOBIERNO
36286,30,32,Regulares,2024-02-28 00:00:00,2024-03-15 00:00:00,2024-04-14 00:00:00,2024-03-08 00:00:00,'-7,$0.00,$986.00,$986,✔ Pagado,2024-03-12 00:00:00,2024-03-15 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 EXT. ACTIVA
36309,9,2,MAC´s,2024-03-01 00:00:00,2024-03-22 00:00:00,2024-04-21 00:00:00,2024-03-07 00:00:00,'-15,$0.00,$39882.25,$39882.25,✔ Pagado,2024-03-11 00:00:00,2024-03-14 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36314,9,11,Regulares,2024-03-01 00:00:00,2024-03-11 00:00:00,2024-04-10 00:00:00,2024-03-21 00:00:00,10,$0.00,$23929.35,$23929.35,✔ Pagado,2024-03-25 00:00:00,2024-03-28 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
36322,9,43,MAC´s,2024-03-01 00:00:00,2024-03-07 00:00:00,2024-04-06 00:00:00,2024-03-22 00:00:00,15,$0.00,$23929.35,$23929.35,✔ Pagado,2024-03-26 00:00:00,2024-03-29 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
36323,9,44,Regulares,2024-03-01 00:00:00,2024-03-07 00:00:00,2024-04-06 00:00:00,2024-03-07 00:00:00,0,$0.00,$23929.35,$23929.35,✔ Pagado,2024-03-11 00:00:00,2024-03-14 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
36325,9,53,MAC´s,2024-03-01 00:00:00,2024-03-25 00:00:00,2024-04-24 00:00:00,2024-03-22 00:00:00,'-3,$0.00,$39882.25,$39882.25,✔ Pagado,2024-03-26 00:00:00,2024-03-29 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36329,9,85,Regulares,2024-03-01 00:00:00,2024-03-26 00:00:00,2024-04-25 00:00:00,2024-04-18 00:00:00,23,$0.00,$31905.80,$31905.8,✔ Pagado,2024-04-22 00:00:00,2024-04-25 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36342,15,420,Regulares,2024-03-01 00:00:00,2024-03-13 00:00:00,2024-04-12 00:00:00,2024-03-21 00:00:00,8,$0.00,$5904.02,$5904.02,✔ Pagado,2024-03-25 00:00:00,2024-03-28 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -1 LINEAS
36350,15,827,Rodrigo Vega,2024-03-01 00:00:00,2024-03-28 00:00:00,2024-04-27 00:00:00,2024-03-15 00:00:00,'-13,$0.00,$28735.69,$28735.69,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36353,15,830,Rodrigo Vega,2024-03-01 00:00:00,2024-03-19 00:00:00,2024-04-18 00:00:00,2024-03-15 00:00:00,'-4,$0.00,$17241.42,$17241.42,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
36359,15,849,Rodrigo Vega,2024-03-01 00:00:00,2024-03-26 00:00:00,2024-04-25 00:00:00,2024-03-15 00:00:00,'-11,$0.00,$28735.69,$28735.69,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36360,15,850,Rodrigo Vega,2024-03-01 00:00:00,2024-03-05 00:00:00,2024-04-04 00:00:00,2024-03-15 00:00:00,10,$0.00,$28735.69,$28735.69,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36362,15,852,Rodrigo Vega,2024-03-01 00:00:00,2024-03-04 00:00:00,2024-04-03 00:00:00,2024-03-15 00:00:00,11,$0.00,$17241.42,$17241.42,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -3 LINEAS
36363,15,868,Rodrigo Vega,2024-03-01 00:00:00,2024-03-12 00:00:00,2024-04-11 00:00:00,2024-03-15 00:00:00,3,$0.00,$28735.69,$28735.69,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36372,17,1715,Regulares,2024-03-01 00:00:00,2024-03-12 00:00:00,2024-04-11 00:00:00,2024-03-15 00:00:00,3,$0.00,$20738.20,$20738.2,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36381,15,827,Rodrigo Vega,2024-03-01 00:00:00,2024-03-07 00:00:00,2024-04-06 00:00:00,2024-09-05 00:00:00,182,$0.00,$1740.00,$1740,❌ Pago Con Atraso,2024-09-09 00:00:00,2024-09-12 00:00:00,✔ Facturado a Tiempo,4,SENSOR DE PUERTA TRASERA NO ENVIA SEÑAL
36440,15,849,Rodrigo Vega,2024-03-06 00:00:00,2024-03-07 00:00:00,2024-04-06 00:00:00,2024-04-15 00:00:00,39,$0.00,$8759.39,$8759.39,❌ Pago Con Atraso,2024-04-19 00:00:00,2024-04-22 00:00:00,✔ Facturado a Tiempo,4,TARDA EN APROBAR CALIBRACION DE GASES
36470,30,32,Regulares,2024-03-07 00:00:00,2024-03-20 00:00:00,2024-04-19 00:00:00,2024-03-08 00:00:00,'-12,$0.00,$4489.20,$4489.2,✔ Pagado,2024-03-12 00:00:00,2024-03-15 00:00:00,✔ Facturado a Tiempo,4,REVISION DE MSM EN LABORATORIO POR RECHAZOS EN HC Y O2 V032-ANT
36472,15,415,Regulares,2024-03-07 00:00:00,2024-04-04 00:00:00,2024-05-04 00:00:00,2024-03-22 00:00:00,'-13,$0.00,$1160.00,$1160,✔ Pagado,2024-03-26 00:00:00,2024-03-29 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 2 EXTENSION ACTIVA USB 10 M
36473,9,43,MAC´s,2024-03-07 00:00:00,2024-03-21 00:00:00,2024-04-20 00:00:00,2024-03-15 00:00:00,'-6,$0.00,$3793.20,$3793.2,✔ Pagado,2024-03-19 00:00:00,2024-03-22 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 TRANSDUCTOR DE RPM C/CONECTOR
36491,15,850,Rodrigo Vega,2024-03-09 00:00:00,2024-03-13 00:00:00,2024-04-12 00:00:00,2024-04-12 00:00:00,30,$0.00,$162.40,$162.4,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,REVISAR MEZCLA DE OXIGENO GAS MEDIA Y SENSOR.
36561,15,868,Rodrigo Vega,2024-03-14 00:00:00,2024-03-21 00:00:00,2024-04-20 00:00:00,2024-04-12 00:00:00,22,$0.00,$719.20,$719.2,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,TACOMETRO OPTICO NO ENCIENDE - A REVISION EN LABORATORIO
36577,15,830,Rodrigo Vega,2024-03-19 00:00:00,2024-04-03 00:00:00,2024-05-03 00:00:00,2024-06-20 00:00:00,78,$0.00,$2726.00,$2726,❌ Pago Con Atraso,2024-06-24 00:00:00,2024-06-27 00:00:00,✔ Facturado a Tiempo,4,FALLA EN PRESION DEL BANCO OPTICO
36600,15,820,Rodrigo Vega,2024-03-20 00:00:00,2024-04-25 00:00:00,2024-05-25 00:00:00,2024-04-26 00:00:00,1,$0.00,$319.00,$319,✔ Pagado,2024-04-30 00:00:00,2024-05-03 00:00:00,✔ Facturado a Tiempo,4,"DESPUES DE VARIACIONES DE VOLTAJE, NO COMUNICA MODULO DE SEGURIDAD"
36641,15,850,Rodrigo Vega,2024-03-25 00:00:00,2024-05-20 00:00:00,2024-06-19 00:00:00,2024-06-17 00:00:00,28,$0.00,$4714.24,$4714.24,✔ Pagado,2024-06-21 00:00:00,2024-06-24 00:00:00,✔ Facturado a Tiempo,4,NAS NO ENCIENDE
36665,15,868,Rodrigo Vega,2024-03-27 00:00:00,2024-04-02 00:00:00,2024-05-02 00:00:00,2024-04-12 00:00:00,10,$0.00,$696.00,$696,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,"PROBLEMAS AL INICIAR SISTEMA EN POSICIÓN 1, REQUIERE CAMBIO DE DISCO"
36694,9,39,Regulares,2024-04-01 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,2024-06-17 00:00:00,70,$0.00,$31905.80,$31905.8,❌ Pago Con Atraso,2024-06-21 00:00:00,2024-06-24 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36703,9,85,Regulares,2024-04-01 00:00:00,2024-04-12 00:00:00,2024-05-12 00:00:00,2024-06-20 00:00:00,69,$0.00,$31905.80,$31905.8,❌ Pago Con Atraso,2024-06-24 00:00:00,2024-06-27 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36713,15,401,Regulares,2024-04-01 00:00:00,2024-04-19 00:00:00,2024-05-19 00:00:00,2024-04-15 00:00:00,'-4,$0.00,$5904.02,$5904.02,✔ Pagado,2024-04-19 00:00:00,2024-04-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -1 LINEAS
36714,15,402,Regulares,2024-04-01 00:00:00,2024-04-10 00:00:00,2024-05-10 00:00:00,2024-04-18 00:00:00,8,$0.00,$5904.02,$5904.02,✔ Pagado,2024-04-22 00:00:00,2024-04-25 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -1 LINEAS
36721,15,820,Rodrigo Vega,2024-04-01 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,2024-04-12 00:00:00,4,$0.00,$22988.56,$22988.56,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36722,15,821,Rodrigo Vega,2024-04-01 00:00:00,2024-04-09 00:00:00,2024-05-09 00:00:00,2024-04-12 00:00:00,3,$0.00,$22988.56,$22988.56,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36723,15,823,Rodrigo Vega,2024-04-01 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,2024-04-12 00:00:00,4,$0.00,$28735.69,$28735.69,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36724,15,827,Rodrigo Vega,2024-04-01 00:00:00,2024-04-22 00:00:00,2024-05-22 00:00:00,2024-04-15 00:00:00,'-7,$0.00,$28735.69,$28735.69,✔ Pagado,2024-04-19 00:00:00,2024-04-22 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36728,15,831,Rodrigo Vega,2024-04-01 00:00:00,2024-04-16 00:00:00,2024-05-16 00:00:00,2024-04-12 00:00:00,'-4,$0.00,$28735.69,$28735.69,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36737,15,868,Rodrigo Vega,2024-04-01 00:00:00,2024-04-19 00:00:00,2024-05-19 00:00:00,2024-04-12 00:00:00,'-7,$0.00,$28735.69,$28735.69,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -5 LINEAS
36747,17,1716,Regulares,2024-04-01 00:00:00,2024-04-10 00:00:00,2024-05-10 00:00:00,2024-04-18 00:00:00,8,$0.00,$20738.20,$20738.2,✔ Pagado,2024-04-22 00:00:00,2024-04-25 00:00:00,✔ Facturado a Tiempo,4,MANTENIMIENTO PREVENTIVO -4 LINEAS
36753,9,85,Regulares,2024-04-01 00:00:00,2024-04-01 00:00:00,2024-05-01 00:00:00,2024-04-01 00:00:00,0,$0.00,$6032.00,$6032,✔ Pagado,2024-04-05 00:00:00,2024-04-08 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 2 SENSOR OBDII
36791,15,823,Rodrigo Vega,2024-04-03 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,2024-04-12 00:00:00,4,$0.00,$1100.84,$1100.84,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 REGULADOR DE VOLTAJE KOBLENZ
36793,15,823,Rodrigo Vega,2024-04-03 00:00:00,2024-04-03 00:00:00,2024-05-03 00:00:00,2024-04-12 00:00:00,9,$0.00,$1160.00,$1160,✔ Pagado,2024-04-16 00:00:00,2024-04-19 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 2 EXT. ACTIVA USB 10 M
36818,9,85,Regulares,2024-04-04 00:00:00,2024-04-08 00:00:00,2024-05-08 00:00:00,2024-06-20 00:00:00,73,$0.00,$1160.00,$1160,❌ Pago Con Atraso,2024-06-24 00:00:00,2024-06-27 00:00:00,✔ Facturado a Tiempo,4,SENSOR DE TEMPERATURA CON TERMOCOPLA DAÑADA Y TACOMETRO OPTICO NO ENCIENDE
36907,15,852,Rodrigo Vega,2024-04-10 00:00:00,2024-04-10 00:00:00,2024-05-10 00:00:00,2024-06-13 00:00:00,64,$0.00,$9744.00,$9744,❌ Pago Con Atraso,2024-06-17 00:00:00,2024-06-20 00:00:00,✔ Facturado a Tiempo,4,CAMBIAR VASOS DE FILTROS EN TODAS LAS LINEAS
36928,15,829,Rodrigo Vega,2024-04-12 00:00:00,2024-04-15 00:00:00,2024-05-15 00:00:00,2024-06-13 00:00:00,59,$0.00,$2840.84,$2840.84,❌ Pago Con Atraso,2024-06-17 00:00:00,2024-06-20 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 1 SENSOR DE INDUCCION MAGNETICA Y 1 REGULADOR DE VOLTAJE
36965,15,831,Rodrigo Vega,2024-04-16 00:00:00,2024-04-17 00:00:00,2024-05-17 00:00:00,2024-05-24 00:00:00,37,$0.00,$3480.00,$3480,❌ Pago Con Atraso,2024-05-28 00:00:00,2024-05-31 00:00:00,✔ Facturado a Tiempo,4,REFACCIONES - 2 SENSORES DE SEGURIDAD
